   LogDate,UserName                                                                                                                        ,             Sum(TotalIOCount),                Count(QueryID)
2023/01/05,F5442060                                                                                                                        ,                     191339104,                          5848
2023/01/06,F5463637                                                                                                                        ,                        265654,                           281
2023/01/13,F5246091                                                                                                                        ,                         31542,                            69
2023/01/15,F5377005                                                                                                                        ,                       8565628,                           588
2023/01/09,SVC_PREMIERMIS                                                                                                                  ,                      11311337,                         19744
2023/01/01,SVC_DDBI_EXT_DEV                                                                                                                ,                      62461143,                           356
2023/01/11,F5187206                                                                                                                        ,                       6731274,                            43
2023/01/09,R5571030                                                                                                                        ,                      77841012,                           196
2023/01/04,SVC_INCPROD                                                                                                                     ,                       1272319,                           410
2023/01/13,F5379776                                                                                                                        ,                        728666,                            24
2023/01/10,DBC                                                                                                                             ,                       4000902,                           138
2023/01/12,R5533317                                                                                                                        ,                       1359575,                           173
2023/01/11,SVC_EBUBDSSCHEDULE                                                                                                              ,                     107671642,                          6189
2023/01/09,SVC_CT_BI_SQL_A_PROD                                                                                                            ,                     492767240,                          2908
2023/01/07,SVC_ABINITIO_VAN_QA                                                                                                             ,                          2442,                            15
2023/01/10,SVC_CP_EXTRACT_DEV                                                                                                              ,                      19760609,                           314
2023/01/09,SVC_RASEOD_RMB_PROD                                                                                                             ,                         14077,                          1156
2023/01/10,F5329108                                                                                                                        ,                       2170749,                            48
2023/01/11,F5357764                                                                                                                        ,                       5369110,                           540
2023/01/09,F5222826                                                                                                                        ,                         96975,                           180
2023/01/03,F3478343                                                                                                                        ,                             2,                             3
2023/01/02,SVC_BIUBIW_SCRD_PROD                                                                                                            ,                        741437,                           373
2023/01/07,F5422078                                                                                                                        ,                         12966,                             9
2023/01/05,SVC_FDW_ARCHIVE_PROD                                                                                                            ,                       2105861,                           449
2023/01/13,SVC_LENDINGBI_PROD                                                                                                              ,                      37948612,                           251
2023/01/08,SVC_CI_AVALON_PROD                                                                                                              ,                      16090125,                           133
2023/01/11,SVC_MTDW_EDW_PROD                                                                                                               ,                        879677,                           352
2023/01/08,SVC_DIGIQV                                                                                                                      ,                     101538375,                           279
2023/01/04,F5109752                                                                                                                        ,                         71076,                            14
2023/01/04,F5328640                                                                                                                        ,                       2552885,                           429
2023/01/15,F4804325                                                                                                                        ,                       9235523,                         30793
2023/01/05,F5545315                                                                                                                        ,                      33648919,                            35
2023/01/14,SVC_ETL_DWSPS_PROD                                                                                                              ,                       3743231,                           550
2023/01/12,F5407524                                                                                                                        ,                       2142185,                            68
2023/01/15,SVC_RASEOD_RMB_PROD                                                                                                             ,                          2140,                          1064
2023/01/13,F3576582                                                                                                                        ,                        744792,                            20
2023/01/08,F5090423                                                                                                                        ,                        139587,                            50
2023/01/10,SVC_RMBM_MKTOPS_DEV                                                                                                             ,                      42962975,                          3750
2023/01/06,SVC_ETL_DWSPS_PROD                                                                                                              ,                       6479246,                          2265
2023/01/01,F4946014                                                                                                                        ,                        647797,                             6
2023/01/08,SVC_INSACTUARIALPROD                                                                                                            ,                           800,                           300
2023/01/09,F5261910                                                                                                                        ,                         12966,                             9
2023/01/05,SVC_TDABI_PROD                                                                                                                  ,                    2854602208,                        520892
2023/01/10,F5395704                                                                                                                        ,                        262711,                            22
2023/01/11,F5522862                                                                                                                        ,                       1366140,                           108
2023/01/06,SVC_TDATA_TESTS_PROD                                                                                                            ,                    3057258474,                         18216
2023/01/03,SVC_FNBBBI_PROD                                                                                                                 ,                      13166948,                           728
2023/01/11,SVC_GMETLPDEV                                                                                                                   ,                       1129561,                          1167
2023/01/11,SYSTEMFE                                                                                                                        ,                       2205565,                          2163
2023/01/14,SVC_AVALON_RLRC_PROD                                                                                                            ,                      10459451,                           260
2023/01/12,F3879844                                                                                                                        ,                       1420465,                            39
2023/01/05,SVC_FNBINSUR_NONPROD                                                                                                            ,                      15410659,                         18168
2023/01/03,SVC_GMETLPDEV                                                                                                                   ,                        383478,                           445
2023/01/06,F4934083                                                                                                                        ,                         22590,                            15
2023/01/01,SVC_CRO_CTR_PROD                                                                                                                ,                      35471435,                           901
2023/01/04,F5513456                                                                                                                        ,                       5221341,                            54
2023/01/09,F5346037                                                                                                                        ,                        228928,                            48
2023/01/08,SVC_HFPRICINGPROD                                                                                                               ,                        959669,                             9
2023/01/07,SYSTEMFE                                                                                                                        ,                       1811495,                          1782
2023/01/03,CPPTADMIN                                                                                                                       ,                       2815344,                           490
2023/01/07,SVC_GMETLPDEV                                                                                                                   ,                        112043,                           152
2023/01/04,F5468817                                                                                                                        ,                       3962167,                            70
2023/01/12,F5511658                                                                                                                        ,                            44,                            74
2023/01/01,SVC_TRDT_CROIT_PROD                                                                                                             ,                      32956293,                         16138
2023/01/05,F5533414                                                                                                                        ,                        474628,                            33
2023/01/01,SVC_PI_EDW_PROD                                                                                                                 ,                     149539511,                          3019
2023/01/03,SVC_RMBM_MKTOPS_DEV                                                                                                             ,                      34512087,                           797
2023/01/11,SVC_DQ_DAM_PROD                                                                                                                 ,                         34614,                           101
2023/01/04,SVC_GMETLMAP_PROD                                                                                                               ,                      27206536,                          2720
2023/01/03,SVC_CRO_SECM1_PRPROD                                                                                                            ,                     245041259,                           444
2023/01/12,F4858700                                                                                                                        ,                       5172536,                            29
2023/01/12,F3345467                                                                                                                        ,                          5622,                             9
2023/01/12,F5549124                                                                                                                        ,                      17555188,                            21
2023/01/07,PDCRADMIN                                                                                                                       ,                     136831659,                          1861
2023/01/10,F5105374                                                                                                                        ,                        748631,                            24
2023/01/03,SVC_FIDUCIARYMIS                                                                                                                ,                      23216910,                           394
2023/01/14,SVC_GMETLGL_PROD                                                                                                                ,                      44916595,                          6196
2023/01/11,SVC_ABIDBC_RCA_PROD                                                                                                             ,                      79331287,                          3102
2023/01/10,F5454727                                                                                                                        ,                      32235376,                            36
2023/01/09,SVC_WIM_FNB_DEV                                                                                                                 ,                       2009897,                           744
2023/01/01,SVC_VBSBIPROD                                                                                                                   ,                     537481622,                          2864
2023/01/08,F5240689                                                                                                                        ,                      41806205,                           890
2023/01/13,F5151953                                                                                                                        ,                        127125,                            58
2023/01/05,SVC_FNBLIFEMI_PROD                                                                                                              ,                      12175191,                           500
2023/01/05,SVC_SAS_D_ACCESS                                                                                                                ,                    1437286491,                         44906
2023/01/11,F5395704                                                                                                                        ,                     111326210,                            75
2023/01/11,WYG                                                                                                                             ,                       9769866,                           395
2023/01/12,SVC_LSFIPH                                                                                                                      ,                     267628030,                          2220
2023/01/14,F5380413                                                                                                                        ,                      17457765,                           279
2023/01/11,F5043506                                                                                                                        ,                        339132,                            50
2023/01/05,SVC_FNBDELIVERY_PROD                                                                                                            ,                    3236447600,                          4862
2023/01/12,F5561191                                                                                                                        ,                       5725884,                             7
2023/01/06,F5075785                                                                                                                        ,                      37630087,                           481
2023/01/13,F5577497                                                                                                                        ,                       1364562,                           150
2023/01/15,SVC_OPRTNS_AIS_PROD                                                                                                             ,                    1132316188,                       2667684
2023/01/02,SVC_GMETLPROD                                                                                                                   ,                    2563940933,                         31757
2023/01/07,SVC_FXPHBITERAPROD                                                                                                              ,                       3931631,                           654
2023/01/03,SVC_FNBDIRECTCC                                                                                                                 ,                     111634360,                           310
2023/01/14,F5292735                                                                                                                        ,                      15614680,                           386
2023/01/12,F5326761                                                                                                                        ,                          5622,                             9
2023/01/13,F5090598                                                                                                                        ,                     674345291,                          4557
2023/01/08,SVC_GMETLDIM_PROD                                                                                                               ,                      60687093,                         12826
2023/01/11,F5441722                                                                                                                        ,                       5118553,                            45
2023/01/07,F5126835                                                                                                                        ,                      91076327,                            76
2023/01/01,SVC_OPRTNS_AIS_DEV                                                                                                              ,                          1114,                           459
2023/01/04,SVC_WASPFRMSA1_DEV                                                                                                              ,                     164831827,                           500
2023/01/13,F5129842                                                                                                                        ,                        616422,                            37
2023/01/10,SVC_INF_ALMA_DEV                                                                                                                ,                       3897662,                         16622
2023/01/10,F5326699                                                                                                                        ,                       2006375,                           191
2023/01/04,M5003857                                                                                                                        ,                        520045,                             7
2023/01/02,SVC_ICUST_EDW_PROD                                                                                                              ,                      26339127,                          4368
2023/01/03,F5310806                                                                                                                        ,                        249464,                            28
2023/01/06,SVC_SAS_D_ACCESS                                                                                                                ,                     984675584,                         87328
2023/01/15,SVC_GMETLGL_PROD                                                                                                                ,                       3054324,                          1637
2023/01/05,M5388392                                                                                                                        ,                       6309565,                           140
2023/01/04,STATSMANAGER_USER                                                                                                               ,                     822364150,                         48885
2023/01/14,SVC_INF_ALMA_PROD                                                                                                               ,                        983991,                           210
2023/01/03,F5494516                                                                                                                        ,                         53071,                            13
2023/01/14,SVC_GMREADERPROD                                                                                                                ,                     104281357,                           628
2023/01/13,F4956257                                                                                                                        ,                       9446888,                            48
2023/01/03,F4742109                                                                                                                        ,                        775821,                            36
2023/01/03,SVC_RMBM_GSSCA_PROD                                                                                                             ,                       1784808,                           119
2023/01/04,F5096863                                                                                                                        ,                            34,                            16
2023/01/03,F5342449                                                                                                                        ,                        778745,                            47
2023/01/12,F5090423                                                                                                                        ,                      19968538,                           451
2023/01/11,F5568943                                                                                                                        ,                       2382041,                            45
2023/01/09,F5538297                                                                                                                        ,                        181566,                            79
2023/01/07,SVC_DBS_TOTUS_PROD                                                                                                              ,                      32171854,                           221
2023/01/13,F3478777                                                                                                                        ,                       5951791,                            47
2023/01/13,F5561191                                                                                                                        ,                      18162978,                            46
2023/01/13,F5467918                                                                                                                        ,                        120529,                            33
2023/01/13,F5384281                                                                                                                        ,                       6866013,                          3401
2023/01/06,F5181186                                                                                                                        ,                      88092097,                           147
2023/01/02,F5413869                                                                                                                        ,                       4525704,                           273
2023/01/13,SVC_EBUTERAPROD                                                                                                                 ,                        147145,                             6
2023/01/06,SVC_AVALON_RLRC_PROD                                                                                                            ,                      10178692,                           226
2023/01/16,UNITYMGMT                                                                                                                       ,                        362668,                            24
2023/01/01,F4807545                                                                                                                        ,                          9739,                            30
2023/01/11,F5248035                                                                                                                        ,                       2448877,                            25
2023/01/10,VIEWPOINT                                                                                                                       ,                     569750622,                         24634
2023/01/04,F5377005                                                                                                                        ,                      28622862,                          3209
2023/01/02,F3142329                                                                                                                        ,                          6050,                             4
2023/01/10,F5283043                                                                                                                        ,                        260725,                            10
2023/01/06,SVC_BIUBIW_DBA_PROD                                                                                                             ,                       3034845,                           610
2023/01/06,F5292298                                                                                                                        ,                       9603066,                           197
2023/01/03,F3867919                                                                                                                        ,                      41087182,                            17
2023/01/06,F7521693                                                                                                                        ,                       1352064,                            18
2023/01/15,SVC_SNA_TERA_PROD                                                                                                               ,                       3564562,                          1556
2023/01/06,SVC_CP_EXTRACT_DEV                                                                                                              ,                      15590625,                           245
2023/01/16,SVC_TXPBIDATADEV                                                                                                                ,                             4,                             7
2023/01/10,F3091759                                                                                                                        ,                       1500926,                           102
2023/01/03,B5319196                                                                                                                        ,                             2,                             5
2023/01/12,F7281269                                                                                                                        ,                       1965550,                            55
2023/01/03,F5572622                                                                                                                        ,                       6010326,                           264
2023/01/12,F5096863                                                                                                                        ,                        905531,                            51
2023/01/12,F5279089                                                                                                                        ,                             4,                             4
2023/01/03,SVC_HDP_DQ_PROD                                                                                                                 ,                      13013206,                          1198
2023/01/10,F5134390                                                                                                                        ,                             8,                             3
2023/01/05,F5520967                                                                                                                        ,                         66621,                            24
2023/01/04,F5030609                                                                                                                        ,                       3451686,                           520
2023/01/02,F4956257                                                                                                                        ,                        546975,                            19
2023/01/11,F5330963                                                                                                                        ,                        671280,                            73
2023/01/15,F5058643                                                                                                                        ,                       2726635,                            41
2023/01/02,SVC_EDWTRNPB_PROD                                                                                                               ,                       5857874,                           307
2023/01/05,F5128226                                                                                                                        ,                        570518,                            18
2023/01/12,CRASHDUMPS                                                                                                                      ,                         17627,                             4
2023/01/07,F5367034                                                                                                                        ,                      19100943,                           394
2023/01/14,SVC_BIUBIW_SCRD_PROD                                                                                                            ,                        748675,                           373
2023/01/04,F5561191                                                                                                                        ,                     133806254,                           220
2023/01/13,F5330068                                                                                                                        ,                       5902648,                            90
2023/01/13,F5158796                                                                                                                        ,                            96,                            36
2023/01/06,M5525675                                                                                                                        ,                       6409832,                            63
2023/01/12,F5283698                                                                                                                        ,                     173697748,                          2294
2023/01/08,SVC_PBCSQLUSERPROD                                                                                                              ,                     129381677,                           600
2023/01/11,F5296137                                                                                                                        ,                       9764045,                           167
2023/01/10,F5329744                                                                                                                        ,                       3040928,                            46
2023/01/11,SVC_BUSINTELUNT                                                                                                                 ,                     116977252,                          3531
2023/01/11,SVC_FCR_IT_PROD                                                                                                                 ,                     246980206,                        129718
2023/01/08,SVC_DA_SSIS_PROD                                                                                                                ,                      18949561,                            16
2023/01/03,F5555523                                                                                                                        ,                        275994,                           132
2023/01/05,SVC_PID_PBI_PROD                                                                                                                ,                       4536698,                            59
2023/01/15,SVC_MTDW_EDW_PROD                                                                                                               ,                       1504409,                           814
2023/01/10,SVC_ICUST_EDW_PROD                                                                                                              ,                      26609927,                          5046
2023/01/10,F4973453                                                                                                                        ,                       1638318,                           161
2023/01/04,SVC_LSFIPH                                                                                                                      ,                     165775922,                          1819
2023/01/07,SVC_ICUST_EDW_PROD                                                                                                              ,                      35999252,                          4705
2023/01/08,F5453739                                                                                                                        ,                       6107010,                            80
2023/01/10,F5064627                                                                                                                        ,                       1043542,                           126
2023/01/05,R5558115                                                                                                                        ,                      14283838,                           126
2023/01/10,F5083974                                                                                                                        ,                      37951594,                          3192
2023/01/12,F5463912                                                                                                                        ,                     107762030,                            53
2023/01/03,F5376394                                                                                                                        ,                        221756,                            76
2023/01/05,SVC_BANKINGAP_PROD                                                                                                              ,                      25012304,                            99
2023/01/12,F5154936                                                                                                                        ,                        668222,                           213
2023/01/13,SVC_VIYA_CTLM_PROD                                                                                                              ,                       5209562,                          1117
2023/01/07,N4958136                                                                                                                        ,                         22070,                            19
2023/01/09,UNITYMGMT                                                                                                                       ,                     169205479,                         31818
2023/01/14,SVC_GLDSEGDEV                                                                                                                   ,                      30089104,                           517
2023/01/03,F5090474                                                                                                                        ,                         42504,                             5
2023/01/03,SVC_INF_ALMA_DEV                                                                                                                ,                       3848633,                         16302
2023/01/06,SVC_FIDUCIARYMIS                                                                                                                ,                      97180802,                          2759
2023/01/06,SVC_FDM_BDO_INT                                                                                                                 ,                         66628,                            66
2023/01/15,SVC_D2TERA_PROD                                                                                                                 ,                       1936983,                            72
2023/01/04,F5572622                                                                                                                        ,                        949672,                            45
2023/01/13,SVC_CRO_ACT0001_PROD                                                                                                            ,                      90491181,                          3034
2023/01/13,F5063019                                                                                                                        ,                      16603048,                           238
2023/01/06,F5116392                                                                                                                        ,                        133838,                            70
2023/01/06,F5467101                                                                                                                        ,                         70635,                            34
2023/01/06,F5467926                                                                                                                        ,                        767610,                            32
2023/01/03,SVC_SNA_TERA_UAT                                                                                                                ,                       4938728,                          1626
2023/01/08,SVC_LSFIPH                                                                                                                      ,                     147263388,                          1481
2023/01/14,SVC_CRCARD_BI_PROD                                                                                                              ,                      24874750,                          6780
2023/01/12,F4865308                                                                                                                        ,                        316477,                            26
2023/01/09,SVC_MERLINMISJ                                                                                                                  ,                     640800385,                        185214
2023/01/01,SVC_FDM_BDO_INT                                                                                                                 ,                         66215,                            66
2023/01/11,SVC_PBITWH_QA                                                                                                                   ,                     628206809,                          8825
2023/01/12,F3208893                                                                                                                        ,                        653504,                          3392
2023/01/11,SVC_HDP_DQ_QA                                                                                                                   ,                      22753804,                         13979
2023/01/12,F5476429                                                                                                                        ,                            66,                            30
2023/01/12,F3637433                                                                                                                        ,                         14022,                             4
2023/01/09,F5174309                                                                                                                        ,                         56443,                            34
2023/01/02,F5160634                                                                                                                        ,                      29755047,                           932
2023/01/14,SYSTEMFE                                                                                                                        ,                       2195912,                          2160
