   LogDate,UserName                                                                                                                        ,             Sum(TotalIOCount),                Count(QueryID)
2023/01/02,F2875330                                                                                                                        ,                       2205585,                           105
2023/01/04,F5357764                                                                                                                        ,                      18817568,                           791
2023/01/02,F2423294                                                                                                                        ,                         19432,                            77
2023/01/11,SVC_TDETL_PROD                                                                                                                  ,                        528640,                           167
2023/01/06,F5310806                                                                                                                        ,                        264459,                            28
2023/01/12,SVC_GMMARKETRISKPROD                                                                                                            ,                     174575796,                         66112
2023/01/11,F5365996                                                                                                                        ,                       7591628,                            88
2023/01/14,SVC_RMBM_MKTOPS_PROD                                                                                                            ,                      17653506,                         14837
2023/01/12,F5540720                                                                                                                        ,                      22616334,                           194
2023/01/03,M5525675                                                                                                                        ,                        324878,                            12
2023/01/09,CONSOLE                                                                                                                         ,                        434287,                          1920
2023/01/10,F5032156                                                                                                                        ,                         85420,                            10
2023/01/02,SVC_ICUST_EDW_DEV                                                                                                               ,                     466887970,                           557
2023/01/09,F5156246                                                                                                                        ,                       1600675,                           555
2023/01/13,F5033586                                                                                                                        ,                       4324285,                             6
2023/01/12,F5569818                                                                                                                        ,                         80929,                            42
2023/01/01,SVC_DBS_TOTUS_PROD                                                                                                              ,                      27135963,                           221
2023/01/14,SVC_SAS_D_ACCESS                                                                                                                ,                     313431937,                          2425
2023/01/11,SVC_BIUBIW_SCRD_PROD                                                                                                            ,                        732466,                           373
2023/01/01,SVC_AVALON_RLRC_PROD                                                                                                            ,                      10438724,                           226
2023/01/09,SVC_DNACVA_GLOG_DEV                                                                                                             ,                       5010918,                            37
2023/01/14,SVC_BIUBIW_PRC_UAT                                                                                                              ,                      52850223,                         81699
2023/01/09,F5116678                                                                                                                        ,                         12966,                            15
2023/01/12,F5472296                                                                                                                        ,                         28417,                            25
2023/01/05,F5296137                                                                                                                        ,                       9491398,                           125
2023/01/13,F5116716                                                                                                                        ,                            32,                            16
2023/01/04,F2862549                                                                                                                        ,                        177780,                            52
2023/01/12,SVC_TERADATABI_PROD                                                                                                             ,                       1620879,                            40
2023/01/13,F5123577                                                                                                                        ,                       2433452,                            47
2023/01/02,SVC_INCPROD                                                                                                                     ,                       1275862,                           410
2023/01/02,F4829824                                                                                                                        ,                       7318609,                            90
2023/01/01,F3798887                                                                                                                        ,                       1786006,                            34
2023/01/11,F3651142                                                                                                                        ,                      73369182,                           911
2023/01/11,SVC_WIM_FNB_PROD                                                                                                                ,                       3577244,                           744
2023/01/10,F5384281                                                                                                                        ,                         91107,                            86
2023/01/12,SVC_CROIT_ECUS_PROD                                                                                                             ,                         30196,                            16
2023/01/05,F5359821                                                                                                                        ,                       3181290,                           154
2023/01/14,F3662993                                                                                                                        ,                        187867,                           579
2023/01/06,F2423294                                                                                                                        ,                      14173269,                           601
2023/01/08,SVC_KRI_ITRISK_PROD                                                                                                             ,                      21242916,                           288
2023/01/09,F3561879                                                                                                                        ,                       7695755,                            36
2023/01/12,F5525888                                                                                                                        ,                      28699044,                            77
2023/01/02,F5570174                                                                                                                        ,                        652061,                            32
2023/01/12,F2347474                                                                                                                        ,                        165133,                            33
2023/01/09,F5160634                                                                                                                        ,                      93696211,                         20723
2023/01/11,F4804325                                                                                                                        ,                       9967729,                         73843
2023/01/05,SVC_WASPFRMSA1_DEV                                                                                                              ,                     275618617,                           616
2023/01/14,SVC_PREMIERMIS                                                                                                                  ,                       1329471,                          4183
2023/01/10,F5454093                                                                                                                        ,                        156478,                            66
2023/01/13,F5592380                                                                                                                        ,                        614620,                            52
2023/01/02,SVC_MTDW_EDW_PROD                                                                                                               ,                        882465,                           352
2023/01/03,SVC_DWSSPRODBI                                                                                                                  ,                        522622,                            64
2023/01/06,SVC_MERLINSASMAN                                                                                                                ,                       2298361,                            66
2023/01/10,SVC_SPIKEUNLPROD                                                                                                                ,                     332419831,                          4423
2023/01/15,SVC_FNBLIFECOLL_PROD                                                                                                            ,                          1164,                           432
2023/01/05,F5263441                                                                                                                        ,                       1075247,                            21
2023/01/09,F5090717                                                                                                                        ,                       2595340,                            36
2023/01/12,F4830857                                                                                                                        ,                         90311,                           119
2023/01/10,F5473578                                                                                                                        ,                      29512581,                            74
2023/01/09,F5173000                                                                                                                        ,                       1366488,                            74
2023/01/11,F5535182                                                                                                                        ,                        206333,                            57
2023/01/09,F3759288                                                                                                                        ,                       8400921,                            34
2023/01/06,SVC_COMSALESCPPROD                                                                                                              ,                      17554131,                            59
2023/01/10,F3142329                                                                                                                        ,                       1247889,                            26
2023/01/09,R5449162                                                                                                                        ,                      25068656,                           170
2023/01/08,SVC_TERADATABI_PROD                                                                                                             ,                       1512675,                            20
2023/01/15,F3766098                                                                                                                        ,                       3196788,                            21
2023/01/14,SVC_OLAP_CUBES_PROD                                                                                                             ,                        611197,                            22
2023/01/10,SVC_ESWPOWERBI_PROD                                                                                                             ,                      24856174,                          1073
2023/01/14,F4811879                                                                                                                        ,                          5624,                            13
2023/01/10,F5506204                                                                                                                        ,                      50144664,                           336
2023/01/02,SVC_FDW_ARCHIVE_PROD                                                                                                            ,                        220644,                           310
2023/01/15,F5559308                                                                                                                        ,                      14791740,                            41
2023/01/15,SVC_DIGIR_PROD                                                                                                                  ,                    1652459956,                         57259
2023/01/10,F5222826                                                                                                                        ,                       2905495,                           660
2023/01/10,SVC_FDM_BDO_INT                                                                                                                 ,                         90688,                           102
2023/01/02,SVC_CI_AVALON_PROD                                                                                                              ,                      11424502,                           112
2023/01/06,M5440521                                                                                                                        ,                       3524477,                           225
2023/01/05,SVC_DWS_NAMROB_PROD                                                                                                             ,                     584468092,                         12911
2023/01/06,F5476135                                                                                                                        ,                        217302,                            78
2023/01/10,SVC_SYSWEB_TD_PROD                                                                                                              ,                       1760706,                           125
2023/01/06,F5090717                                                                                                                        ,                       2586545,                            36
2023/01/13,F5266289                                                                                                                        ,                       2048443,                            82
2023/01/09,F5032660                                                                                                                        ,                        535389,                            13
2023/01/10,SVC_IDSCREDITRE_PROD                                                                                                            ,                        715715,                            51
2023/01/04,F5380243                                                                                                                        ,                       1406682,                           123
2023/01/04,F4946014                                                                                                                        ,                        657247,                             6
2023/01/15,F5378273                                                                                                                        ,                        524436,                            41
2023/01/10,F4667395                                                                                                                        ,                       1503014,                            13
2023/01/13,SVC_GTSY_EDW_PROD                                                                                                               ,                        850481,                            85
2023/01/03,SVC_SHERLOCKDWSPROD                                                                                                             ,                     179759367,                          1876
2023/01/04,SVC_DQ_DAM_PROD                                                                                                                 ,                         32250,                           101
2023/01/07,F5090911                                                                                                                        ,                        801051,                            21
2023/01/04,F5442583                                                                                                                        ,                      13861836,                         28012
2023/01/02,F4995058                                                                                                                        ,                      23112836,                           498
2023/01/08,SVC_PBIPEMS_PROD                                                                                                                ,                         63855,                            12
2023/01/15,F5041627                                                                                                                        ,                      10260249,                           179
2023/01/10,F4965078                                                                                                                        ,                      10894167,                            97
2023/01/06,F5173949                                                                                                                        ,                       2641111,                            99
2023/01/13,SVC_PBITWH_PROD                                                                                                                 ,                     773473469,                         27748
2023/01/04,F4663667                                                                                                                        ,                       9075268,                           207
2023/01/09,F3806839                                                                                                                        ,                            16,                             6
2023/01/12,F5361079                                                                                                                        ,                      23180798,                           638
2023/01/03,F3123170                                                                                                                        ,                         34203,                            77
2023/01/04,F5126835                                                                                                                        ,                      97749483,                           101
2023/01/10,SVC_CTRLEFFECT_PROD                                                                                                             ,                        564545,                           303
2023/01/13,F5173906                                                                                                                        ,                           384,                           144
2023/01/03,F5497582                                                                                                                        ,                      10555118,                           162
2023/01/13,F4798384                                                                                                                        ,                       1398970,                           217
2023/01/04,SVC_PBLANALYTICS_DEV                                                                                                            ,                      42909158,                           665
2023/01/11,F2990903                                                                                                                        ,                     157375014,                          1079
2023/01/01,SVC_MTDW_EDW_PROD                                                                                                               ,                        881331,                           352
2023/01/09,F5266289                                                                                                                        ,                         25007,                             6
2023/01/05,SGF                                                                                                                             ,                         35301,                             8
2023/01/11,SVC_EDW_SKS_UAT                                                                                                                 ,                         42464,                            57
2023/01/09,F5361400                                                                                                                        ,                        330619,                             7
2023/01/05,F3336271                                                                                                                        ,                         34604,                            16
2023/01/15,F5036194                                                                                                                        ,                      12792093,                           149
2023/01/10,SVC_PID_PBI_PROD                                                                                                                ,                       4624444,                            59
2023/01/13,F5128226                                                                                                                        ,                       5984154,                            30
2023/01/08,SVC_FNBLIFECOLL_PROD                                                                                                            ,                          1152,                           432
2023/01/04,SVC_TRIX_DATA                                                                                                                   ,                      21466326,                           464
2023/01/13,F5109752                                                                                                                        ,                        448354,                            44
2023/01/04,F5384281                                                                                                                        ,                         93199,                            74
2023/01/09,F5128226                                                                                                                        ,                        681759,                            18
2023/01/09,F5090423                                                                                                                        ,                        140815,                            50
2023/01/12,F5209137                                                                                                                        ,                       1482711,                           456
2023/01/10,SVC_BIUBIW_DETL_UAT                                                                                                             ,                      50823154,                         11611
2023/01/06,F5090563                                                                                                                        ,                           200,                            75
2023/01/12,N5355079                                                                                                                        ,                            64,                            24
2023/01/13,F5593123                                                                                                                        ,                         25834,                            20
2023/01/11,M5525675                                                                                                                        ,                       1999497,                            75
2023/01/06,SVC_BUSSALESCPROD                                                                                                               ,                     410730681,                          2031
2023/01/11,F5134390                                                                                                                        ,                       3412836,                        336972
2023/01/09,F3798887                                                                                                                        ,                       4447645,                           514
2023/01/11,F5292298                                                                                                                        ,                      58564892,                           300
2023/01/08,F5065240                                                                                                                        ,                        352676,                            17
2023/01/15,F5090911                                                                                                                        ,                       1816496,                            91
2023/01/11,SVC_CLPBUSBANKING                                                                                                               ,                     184959989,                          2390
2023/01/05,F5267013                                                                                                                        ,                        818981,                            34
2023/01/06,SVC_CDRM_DQ_PROD                                                                                                                ,                        573041,                            34
2023/01/05,F5451612                                                                                                                        ,                       2640221,                            30
2023/01/15,SVC_TERA_CMCXBI_UAT                                                                                                             ,                             8,                             6
2023/01/06,F5158214                                                                                                                        ,                        246115,                            58
2023/01/04,F3123170                                                                                                                        ,                        189070,                            80
2023/01/03,F3720829                                                                                                                        ,                       1064463,                            73
2023/01/09,SVC_CLPBUSBANKING                                                                                                               ,                     167886188,                         11738
2023/01/09,F2938138                                                                                                                        ,                         87505,                             7
2023/01/03,SVC_KRI_ITRISK_PROD                                                                                                             ,                      20960100,                           288
2023/01/05,SVC_MTDW_EDW_PROD                                                                                                               ,                        879825,                           352
2023/01/06,F4913930                                                                                                                        ,                      80532955,                          2317
2023/01/05,F5109752                                                                                                                        ,                       2735361,                           221
2023/01/12,SVC_FNBBBI_PROD                                                                                                                 ,                      13960946,                           744
2023/01/08,F4742516                                                                                                                        ,                      29342518,                          1020
2023/01/05,F3577236                                                                                                                        ,                        455597,                            24
2023/01/09,SVC_PI_EDW_PROD                                                                                                                 ,                     117866798,                          6598
2023/01/15,SVC_BISYSACC                                                                                                                    ,                        643458,                            48
2023/01/01,SYSTEMFE                                                                                                                        ,                        292793,                           288
2023/01/01,F5288959                                                                                                                        ,                       2840007,                           331
2023/01/06,F2977974                                                                                                                        ,                     227514215,                            43
2023/01/08,SVC_TERA_CMCXBI_UAT                                                                                                             ,                             8,                             6
2023/01/10,SVC_TERADATAINS_PROD                                                                                                            ,                    1382154230,                           813
2023/01/13,F4776364                                                                                                                        ,                     139246118,                          2385
2023/01/15,F5126835                                                                                                                        ,                     120930028,                           104
2023/01/10,F4932420                                                                                                                        ,                        141220,                            96
2023/01/12,F5090911                                                                                                                        ,                       3790887,                           129
2023/01/08,SVC_FXPHBITERAPROD                                                                                                              ,                       5130719,                           344
2023/01/03,F5181186                                                                                                                        ,                      68667833,                            56
2023/01/11,F5090598                                                                                                                        ,                      20546137,                           411
2023/01/13,SVC_SQLAGENT_WEALTH                                                                                                             ,                     132443106,                          2118
2023/01/13,F4911466                                                                                                                        ,                          5622,                             9
2023/01/02,SVC_DIGIS_UAT                                                                                                                   ,                       1210741,                           134
2023/01/13,F5508363                                                                                                                        ,                       2223089,                           113
2023/01/11,F5342449                                                                                                                        ,                       1636052,                            52
2023/01/12,F4995163                                                                                                                        ,                        696208,                            21
2023/01/11,F5376351                                                                                                                        ,                     155880154,                           108
2023/01/09,SVC_DBS_TOTUS_PROD                                                                                                              ,                      32130857,                           221
2023/01/12,F3867919                                                                                                                        ,                       9872361,                            42
2023/01/03,SVC_ETL_DWSPS_PROD                                                                                                              ,                       3745236,                          1739
2023/01/13,SVC_DDBI_EXT_DEV                                                                                                                ,                      65251450,                           362
2023/01/14,SVC_CRCARD_MTDW_DEV                                                                                                             ,                          6996,                            16
2023/01/10,SVC_GTSY_EDW_PROD                                                                                                               ,                        852702,                            85
2023/01/13,F5380243                                                                                                                        ,                        488400,                            57
2023/01/13,SVC_TD_GOOGLE_PROD                                                                                                              ,                      39002002,                          2621
2023/01/10,F5141893                                                                                                                        ,                      33847017,                           173
2023/01/11,SVC_RDAO_BDPTD_PROD                                                                                                             ,                       8644789,                           888
2023/01/11,F5329906                                                                                                                        ,                         15131,                            13
2023/01/09,F5550211                                                                                                                        ,                       2092504,                            24
2023/01/09,F5288959                                                                                                                        ,                       5185045,                           715
2023/01/05,F5328640                                                                                                                        ,                       8875010,                          1809
2023/01/02,F3484181                                                                                                                        ,                        203231,                            30
2023/01/13,SVC_BUSINTELUNT                                                                                                                 ,                     180020640,                          6059
2023/01/06,F5473578                                                                                                                        ,                      16442302,                            97
2023/01/06,F2977230                                                                                                                        ,                       9679428,                            66
2023/01/12,SVC_ABIDBC_RCA_DEV                                                                                                              ,                      85940558,                          3990
2023/01/12,SVC_MONEYMANAGEM_DEV                                                                                                            ,                             2,                             5
2023/01/02,SVC_ABIDBC_RCA_DEV                                                                                                              ,                      80201729,                          3489
2023/01/04,F4995058                                                                                                                        ,                     111062354,                          1284
2023/01/02,F5283698                                                                                                                        ,                     298453847,                          2072
2023/01/11,F5384265                                                                                                                        ,                       7880132,                           361
2023/01/12,F5296137                                                                                                                        ,                       8642677,                           167
2023/01/06,F5126428                                                                                                                        ,                       2798121,                            72
2023/01/04,F5065585                                                                                                                        ,                     387001528,                           453
2023/01/15,F3662993                                                                                                                        ,                       1018654,                         10446
2023/01/11,F3797791                                                                                                                        ,                      10523494,                            74
2023/01/10,TDM_SOURCE_FNB01                                                                                                                ,                       5950694,                          2582
2023/01/09,TDM_FW_ADMIN                                                                                                                    ,                      19356915,                          2330
2023/01/04,PDCRADMIN                                                                                                                       ,                     508290008,                          2574
2023/01/02,SVC_LSFIPH                                                                                                                      ,                     151645044,                          1576
2023/01/07,F5332575                                                                                                                        ,                         13844,                            13
2023/01/13,SVC_VSADMIN                                                                                                                     ,                       8284152,                           195
2023/01/01,SVC_FDM_BDO_DEV                                                                                                                 ,                         12966,                            15
2023/01/05,SVC_ILP_TERA_UAT                                                                                                                ,                        938983,                            59
2023/01/09,F4935675                                                                                                                        ,                       1153617,                           994
2023/01/13,F4835816                                                                                                                        ,                       1326594,                          1773
2023/01/05,SVC_DWS_TDATA_PROD                                                                                                              ,                            48,                            72
2023/01/04,SVC_FNBBBI_PROD                                                                                                                 ,                      13930920,                           790
2023/01/09,F5100186                                                                                                                        ,                        186991,                            27
2023/01/13,F4936957                                                                                                                        ,                       1199733,                            98
2023/01/11,F3025683                                                                                                                        ,                       9921850,                           140
2023/01/15,SVC_BANKINGAP_PROD                                                                                                              ,                      32084944,                            50
2023/01/01,SVC_OPRTNS_AIS_PROD                                                                                                             ,                       2037755,                          6124
2023/01/09,SVC_TDABI_NONPROD                                                                                                               ,                      81773870,                         57915
