   LogDate,UserName                                                                                                                        ,             Sum(TotalIOCount),                Count(QueryID)
2023/01/13,F5151953                                                                                                                        ,                        127125,                            58
2023/01/17,R5090733                                                                                                                        ,                       2024112,                            47
2023/01/08,SVC_BUSINTELUNT                                                                                                                 ,                     108195943,                          2629
2023/01/11,F5395704                                                                                                                        ,                     111326210,                            75
2023/01/11,WYG                                                                                                                             ,                       9769866,                           395
2023/01/18,SVC_OPRTNS_AIS_QA                                                                                                               ,                     103384524,                        198886
2023/01/12,F5091276                                                                                                                        ,                        315030,                            14
2023/01/18,M5379687                                                                                                                        ,                       1275541,                            17
2023/01/05,SVC_FNBDELIVERY_PROD                                                                                                            ,                    3236447600,                          4862
2023/01/18,F5533902                                                                                                                        ,                      14126592,                          1210
2023/01/06,F5075785                                                                                                                        ,                      37630087,                           481
2023/01/13,F5577497                                                                                                                        ,                       1364562,                           150
2023/01/11,SVC_PBITWH_DEV                                                                                                                  ,                         68761,                            55
2023/01/12,SVC_TERADATAINS_PROD                                                                                                            ,                    1415418652,                          1063
2023/01/18,F5340500                                                                                                                        ,                        593619,                            54
2023/01/09,SVC_TERADATAINS_PROD                                                                                                            ,                    1402320647,                           813
2023/01/14,F5292735                                                                                                                        ,                      15614680,                           386
2023/01/08,SVC_AVALON_PROD                                                                                                                 ,                       4659767,                           321
2023/01/18,SVC_SNA_TERA_PROD                                                                                                               ,                       1973733,                           591
2023/01/08,SVC_GMETLDIM_PROD                                                                                                               ,                      60687093,                         12826
2023/01/11,F5441722                                                                                                                        ,                       5118553,                            45
2023/01/12,R5608422                                                                                                                        ,                         11248,                            18
2023/01/13,SVC_FDM_BDO_INT                                                                                                                 ,                         53490,                            57
2023/01/04,SVC_WASPFRMSA1_DEV                                                                                                              ,                     164831827,                           500
2023/01/08,F2990903                                                                                                                        ,                      65886431,                           805
2023/01/13,F5019060                                                                                                                        ,                      76714452,                           307
2023/01/18,SVC_RCRMANALYTICPROD                                                                                                            ,                      30913301,                           120
2023/01/18,SVC_FNBLIFEULP_PROD                                                                                                             ,                        620442,                            38
2023/01/08,SVC_VBSBIPROD                                                                                                                   ,                     456365473,                          2738
2023/01/11,F5091217                                                                                                                        ,                       3714201,                           862
2023/01/16,SVC_MONEYMANAGEM_DEV                                                                                                            ,                            14,                            35
2023/01/15,SVC_GMETLGL_PROD                                                                                                                ,                       3054324,                          1637
2023/01/10,F5463661                                                                                                                        ,                        551698,                            27
2023/01/10,F5043506                                                                                                                        ,                       3804582,                            32
2023/01/14,SVC_INF_ALMA_PROD                                                                                                               ,                        983991,                           210
2023/01/09,F7449569                                                                                                                        ,                         61405,                            20
2023/01/18,F5093406                                                                                                                        ,                     100379862,                            65
2023/01/13,F4956257                                                                                                                        ,                       9446888,                            48
2023/01/16,SVC_DDBI_EXT_DEV                                                                                                                ,                      62102032,                           362
2023/01/04,F5091217                                                                                                                        ,                       8430178,                          1537
2023/01/16,F5019060                                                                                                                        ,                      11767256,                            22
2023/01/11,F5533902                                                                                                                        ,                       4549251,                           367
2023/01/09,YDM                                                                                                                             ,                         69330,                            16
2023/01/11,F5568943                                                                                                                        ,                       2382041,                            45
2023/01/11,F4803566                                                                                                                        ,                        374077,                            28
2023/01/17,F4909240                                                                                                                        ,                        114302,                            11
2023/01/13,F3798887                                                                                                                        ,                       7179643,                           290
2023/01/12,F5510228                                                                                                                        ,                       4601549,                            71
2023/01/13,F5467918                                                                                                                        ,                        120529,                            33
2023/01/09,F5292735                                                                                                                        ,                      31612460,                           890
2023/01/09,SVC_BUSSALESCPROD                                                                                                               ,                     408331145,                          1760
2023/01/06,SVC_SF_REPORT_PROD                                                                                                              ,                      52854445,                          1526
2023/01/11,F5383811                                                                                                                        ,                      29712418,                           409
2023/01/13,F5335620                                                                                                                        ,                       6068113,                           538
2023/01/11,SVC_RASEOD_RMB_QA                                                                                                               ,                         25596,                           913
2023/01/17,SVC_APP_DIGIS_PROD                                                                                                              ,                    1355119927,                        770215
2023/01/11,F5248035                                                                                                                        ,                       2448877,                            25
2023/01/10,VIEWPOINT                                                                                                                       ,                     569750622,                         24634
2023/01/12,SVC_PI_EDW_PROD                                                                                                                 ,                     258527933,                          4140
2023/01/16,F5377439                                                                                                                        ,                        129283,                            27
2023/01/13,SVC_SYSWEB_TD_PROD                                                                                                              ,                        470671,                            79
2023/01/12,CONSOLE                                                                                                                         ,                        440631,                          1920
2023/01/06,F5292298                                                                                                                        ,                       9603066,                           197
2023/01/13,F5090431                                                                                                                        ,                       1069329,                            30
2023/01/12,F5453712                                                                                                                        ,                      62931180,                           701
2023/01/04,F5291208                                                                                                                        ,                       9487654,                           754
2023/01/18,F3830608                                                                                                                        ,                        142896,                            28
2023/01/14,SVC_GOOGLE_DEV                                                                                                                  ,                        209861,                           102
2023/01/04,F5328969                                                                                                                        ,                        580685,                            38
2023/01/16,F5407478                                                                                                                        ,                          5622,                            15
2023/01/12,F7281269                                                                                                                        ,                       1965550,                            55
2023/01/18,F4830857                                                                                                                        ,                        545151,                           228
2023/01/06,SVC_RMBM_MKTOPS_DEV                                                                                                             ,                      35749384,                          2294
2023/01/13,SVC_HRBI_SIT                                                                                                                    ,                          6054,                            12
2023/01/06,SVC_OFCRCODES_PROD                                                                                                              ,                         64536,                            44
2023/01/10,F5134390                                                                                                                        ,                             8,                             3
2023/01/06,SVC_EDW_FID_PROD                                                                                                                ,                       2179190,                           770
2023/01/18,F5346045                                                                                                                        ,                         22461,                            35
2023/01/18,F5075785                                                                                                                        ,                      24930197,                          1003
2023/01/18,F5061229                                                                                                                        ,                      22358062,                           170
2023/01/09,SVC_SHERLOCKDWSPROD                                                                                                             ,                     199622513,                          1480
2023/01/10,SVC_HDP_DQ_PROD                                                                                                                 ,                       7676723,                          2748
2023/01/12,SVC_DDBI_EXT_DEV                                                                                                                ,                     109529985,                           442
2023/01/06,F5439221                                                                                                                        ,                       1904135,                           107
2023/01/08,SVC_WASPFRMSA1_DEV                                                                                                              ,                      82701006,                           126
2023/01/04,B4760107                                                                                                                        ,                        227843,                            33
2023/01/13,F5461944                                                                                                                        ,                      15913672,                           240
2023/01/05,F5247152                                                                                                                        ,                       4469494,                           525
2023/01/12,SVC_ESWPOWERBI_PROD                                                                                                             ,                      28114638,                          1184
2023/01/11,F5385032                                                                                                                        ,                        601405,                            53
2023/01/18,F4893239                                                                                                                        ,                         30264,                            49
2023/01/09,F3484181                                                                                                                        ,                        227371,                            30
2023/01/13,F5090539                                                                                                                        ,                        556893,                            14
2023/01/18,F4997395                                                                                                                        ,                         37185,                            15
2023/01/11,F5117720                                                                                                                        ,                       3461708,                           200
2023/01/11,SVC_FCR_IT_PROD                                                                                                                 ,                     246980206,                        129718
2023/01/08,SVC_DA_SSIS_PROD                                                                                                                ,                      18949561,                            16
2023/01/15,SVC_EDW_FID_PROD                                                                                                                ,                        315371,                           128
2023/01/10,R5090733                                                                                                                        ,                        829355,                            33
2023/01/18,F4907086                                                                                                                        ,                         21444,                            16
2023/01/10,SVC_ICUST_EDW_PROD                                                                                                              ,                      26609927,                          5046
2023/01/10,F4973453                                                                                                                        ,                       1638318,                           161
2023/01/04,SVC_LSFIPH                                                                                                                      ,                     165775922,                          1819
2023/01/17,F5117348                                                                                                                        ,                        728951,                            75
2023/01/17,F5462738                                                                                                                        ,                      26602444,                           272
2023/01/10,F5064627                                                                                                                        ,                       1043542,                           126
2023/01/05,N2904357                                                                                                                        ,                        241897,                            13
2023/01/09,F5545315                                                                                                                        ,                      17169081,                            38
2023/01/18,F5090911                                                                                                                        ,                       2508651,                            96
2023/01/16,F4794869                                                                                                                        ,                       2793028,                         11153
2023/01/13,F5376351                                                                                                                        ,                      68804611,                            96
2023/01/16,F2990903                                                                                                                        ,                      15599377,                           283
2023/01/13,F5538297                                                                                                                        ,                      15859266,                         15205
2023/01/07,F3759288                                                                                                                        ,                      49489219,                            77
2023/01/16,SVC_EBUTERAPROD                                                                                                                 ,                        118784,                             6
2023/01/13,F5064562                                                                                                                        ,                         82276,                             6
2023/01/17,F5179823                                                                                                                        ,                         52772,                             9
2023/01/04,SVC_DWS_TDATA_PROD                                                                                                              ,                            48,                            72
2023/01/13,F2221128                                                                                                                        ,                       3616726,                            43
2023/01/17,F2076276                                                                                                                        ,                       3832914,                           134
2023/01/15,SVC_D2TERA_PROD                                                                                                                 ,                       1936983,                            72
2023/01/11,SVC_INF_ALMA_PROD                                                                                                               ,                        975867,                           188
2023/01/06,F5255988                                                                                                                        ,                       1355439,                            54
2023/01/17,F4977351                                                                                                                        ,                          5624,                            13
2023/01/09,F5474264                                                                                                                        ,                        661382,                            24
2023/01/16,SVC_EBUBDSSCHEDULE                                                                                                              ,                    1471895431,                         15432
2023/01/05,SVC_BIUBIW_DETL_UAT                                                                                                             ,                       1110745,                           164
2023/01/16,F5454611                                                                                                                        ,                       1097000,                           110
2023/01/08,SVC_LSFIPH                                                                                                                      ,                     147263388,                          1481
2023/01/13,SVC_HLBI                                                                                                                        ,                     125327237,                          5580
2023/01/17,F3576299                                                                                                                        ,                        512914,                            63
2023/01/12,SVC_GMETLPROD                                                                                                                   ,                    1761105758,                         52999
2023/01/13,SVC_AVALON_RLRC_PROD                                                                                                            ,                      19839872,                           510
2023/01/14,SVC_RSSASBIPROD                                                                                                                 ,                      11169368,                            96
2023/01/15,SVC_PCABI_PROD                                                                                                                  ,                      17406363,                           136
2023/01/06,R5571030                                                                                                                        ,                       1516080,                            22
2023/01/12,F5476429                                                                                                                        ,                            66,                            30
2023/01/12,F3637433                                                                                                                        ,                         14022,                             4
2023/01/11,SVC_GOOGLE_DEV                                                                                                                  ,                        264162,                           102
2023/01/18,F5131529                                                                                                                        ,                        726315,                            28
2023/01/14,SYSTEMFE                                                                                                                        ,                       2195912,                          2160
2023/01/09,SVC_SMRTWX_QA                                                                                                                   ,                       5749179,                          6917
2023/01/05,F5059135                                                                                                                        ,                      11237580,                           147
2023/01/12,F5504589                                                                                                                        ,                        419939,                            35
2023/01/10,F5461944                                                                                                                        ,                       9246191,                           220
2023/01/08,TDM_SOURCE_FNB01                                                                                                                ,                       4716351,                          2003
2023/01/04,F3798887                                                                                                                        ,                       1185481,                           116
2023/01/08,SVC_D2DATA_PROD                                                                                                                 ,                        505174,                           366
2023/01/07,SVC_RASEOD_RMB_QA                                                                                                               ,                          2304,                          1152
2023/01/10,SVC_DIGIS_PROD                                                                                                                  ,                    1178364926,                         99918
2023/01/16,F5244552                                                                                                                        ,                        482066,                            15
2023/01/04,F3158500                                                                                                                        ,                      13946237,                            74
2023/01/04,F5467918                                                                                                                        ,                        131147,                            37
2023/01/10,F5462738                                                                                                                        ,                         12966,                             9
2023/01/13,SVC_CRO_SECM1_PRPROD                                                                                                            ,                     272389676,                           362
2023/01/15,F5453763                                                                                                                        ,                         22290,                             6
2023/01/05,F3720829                                                                                                                        ,                       2138839,                           126
2023/01/05,SVC_SQLAGENT_WEALTH                                                                                                             ,                     182183022,                          3936
2023/01/10,F4849086                                                                                                                        ,                        532204,                            13
2023/01/05,CONSOLE                                                                                                                         ,                        436956,                          1920
2023/01/13,F4789563                                                                                                                        ,                        409350,                            78
2023/01/05,F5040345                                                                                                                        ,                         16470,                            24
2023/01/17,F5328977                                                                                                                        ,                         34405,                            71
2023/01/08,F5380243                                                                                                                        ,                        555066,                            47
2023/01/17,F5384281                                                                                                                        ,                       2952447,                           424
2023/01/13,F3867900                                                                                                                        ,                          5624,                            11
2023/01/12,F5100488                                                                                                                        ,                      40938854,                           125
2023/01/17,SVC_EDW_SKS_UAT                                                                                                                 ,                         39588,                            40
2023/01/06,F5384281                                                                                                                        ,                       2585657,                           817
2023/01/10,SVC_PCBQUANTS_DEV                                                                                                               ,                       7870515,                           172
2023/01/18,F2290715                                                                                                                        ,                       4307040,                            91
2023/01/13,SVC_OPRTNS_AIS_DEV                                                                                                              ,                          3354,                           562
2023/01/11,SVC_FXPHBITERAPROD                                                                                                              ,                       8018729,                           824
2023/01/05,F5219604                                                                                                                        ,                        383801,                            77
2023/01/06,F4615506                                                                                                                        ,                       1003525,                           138
2023/01/17,F5453720                                                                                                                        ,                       2607874,                           118
2023/01/07,SVC_TRDT_CROIT_UAT                                                                                                              ,                         81864,                           115
2023/01/04,SVC_TDABI_NONPROD                                                                                                               ,                     209619719,                        140494
2023/01/08,SVC_PID_PBI_PROD                                                                                                                ,                       4584460,                            59
2023/01/05,SVC_GMETLDIM_PROD                                                                                                               ,                      55417861,                         14314
2023/01/09,SVC_SASSRCDAT_PROD                                                                                                              ,                            24,                            12
2023/01/14,SVC_HLBI                                                                                                                        ,                     108290049,                          5440
2023/01/11,F5288959                                                                                                                        ,                       7545752,                           833
2023/01/05,F5174309                                                                                                                        ,                       2168471,                            62
2023/01/12,F5278724                                                                                                                        ,                       9282517,                           196
2023/01/15,SVC_FNBINSUR_PROD                                                                                                               ,                      17858047,                         18630
2023/01/07,SVC_TD_CARE_NONPROD                                                                                                             ,                       2733295,                          2644
2023/01/11,SVC_TERA_CMCXBI_UAT                                                                                                             ,                             8,                             6
2023/01/07,F4804325                                                                                                                        ,                      10294366,                        105942
2023/01/12,SVC_BANKINGAP_PROD                                                                                                              ,                     411538834,                           736
2023/01/18,SVC_CRCARD_BI_PROD                                                                                                              ,                      21254480,                          6327
2023/01/18,F5090946                                                                                                                        ,                        805506,                            27
2023/01/11,F5423686                                                                                                                        ,                       1133358,                           263
2023/01/06,F5065585                                                                                                                        ,                     454233467,                           163
2023/01/11,F5173000                                                                                                                        ,                       1341674,                            74
2023/01/06,SVC_DWSSPRODBI                                                                                                                  ,                        926989,                            76
2023/01/18,SVC_CRPGMPRDSA                                                                                                                  ,                       1902122,                            26
2023/01/17,SVC_FNBINSUR_NONPROD                                                                                                            ,                      14297058,                         18165
2023/01/12,F4688341                                                                                                                        ,                       2349501,                           107
2023/01/13,F5559308                                                                                                                        ,                        710046,                            30
2023/01/15,F5399319                                                                                                                        ,                       1066994,                           283
2023/01/11,F5471516                                                                                                                        ,                        707913,                            16
2023/01/13,F5173949                                                                                                                        ,                        548660,                            96
2023/01/12,F4749464                                                                                                                        ,                      13072754,                            24
2023/01/11,F3879844                                                                                                                        ,                        301515,                             9
2023/01/14,SVC_FDM_BDO_INT                                                                                                                 ,                         53133,                            57
2023/01/10,SVC_OFCRCODES_PROD                                                                                                              ,                         60402,                            47
2023/01/16,SVC_PBITWH_QA                                                                                                                   ,                     623505038,                          8613
2023/01/10,SVC_EDW_FID_PROD                                                                                                                ,                        234493,                           113
2023/01/11,F5358922                                                                                                                        ,                        953374,                            32
2023/01/18,F2978091                                                                                                                        ,                         48822,                            11
2023/01/17,F5422426                                                                                                                        ,                        109958,                           652
2023/01/07,B5031974                                                                                                                        ,                       1214365,                           203
2023/01/06,F5385024                                                                                                                        ,                      14297534,                           992
2023/01/12,F4741579                                                                                                                        ,                       1416290,                            34
2023/01/18,SVC_CRO_AMLRISK_PROD                                                                                                            ,                     611121941,                         11330
2023/01/16,F5090563                                                                                                                        ,                           280,                           105
2023/01/05,SVC_SPIKEUNLPROD                                                                                                                ,                     330247997,                          4358
2023/01/05,SVC_GTSY_EDW_PROD                                                                                                               ,                        854930,                            85
2023/01/15,F3539040                                                                                                                        ,                        142069,                            18
2023/01/08,SVC_CRCARD_MTDW_DEV                                                                                                             ,                          6928,                            16
2023/01/16,F5332575                                                                                                                        ,                      12597531,                           794
2023/01/11,SVC_DIGIFIN_PROD                                                                                                                ,                      19941759,                           118
