   LogDate,UserName                                                                                                                        ,             Sum(TotalIOCount),                Count(QueryID)
2023/01/10,F5525810                                                                                                                        ,                       6165001,                           559
2023/01/07,SVC_BIZMSTR                                                                                                                     ,                       1988844,                            62
2023/01/07,F5385024                                                                                                                        ,                       1186467,                           378
2023/01/06,M5388392                                                                                                                        ,                       4258932,                            94
2023/01/17,F4946014                                                                                                                        ,                        903454,                            22
2023/01/04,SVC_RMBM_GSSCA_PROD                                                                                                             ,                       1696714,                           103
2023/01/14,SVC_BIZMSTR                                                                                                                     ,                       2005844,                            62
2023/01/12,F5384486                                                                                                                        ,                      13043296,                          4834
2023/01/06,SVC_FNBINSUR_NONPROD                                                                                                            ,                      15411160,                         18161
2023/01/09,F5507952                                                                                                                        ,                         12968,                            13
2023/01/07,F5501393                                                                                                                        ,                      33942451,                            34
2023/01/18,SVC_ERM_PROD                                                                                                                    ,                         29954,                           262
2023/01/15,F3484181                                                                                                                        ,                        204005,                            20
2023/01/15,SVC_TERADATACRBIPROD                                                                                                            ,                      34260973,                             9
2023/01/15,F2795698                                                                                                                        ,                       2693177,                            20
2023/01/12,F5494036                                                                                                                        ,                        451267,                            15
2023/01/14,VIEWPOINT                                                                                                                       ,                     553902645,                         24512
2023/01/16,F4865308                                                                                                                        ,                        361879,                            15
2023/01/11,F3513157                                                                                                                        ,                        288908,                            46
2023/01/18,F5137985                                                                                                                        ,                         34160,                            36
2023/01/11,SVC_DIGIR_DEV                                                                                                                   ,                         35995,                            38
2023/01/09,SVC_RMBM_GSSCA_DEV                                                                                                              ,                         32713,                            82
2023/01/08,F5159431                                                                                                                        ,                            32,                            12
2023/01/13,SVC_CP_EXTRACT_PROD                                                                                                             ,                      16542274,                           176
2023/01/05,SVC_BIUBIW_PRC_UAT                                                                                                              ,                       1798835,                         79792
2023/01/17,SVC_SPIKEUNLPROD                                                                                                                ,                     330563370,                          4625
2023/01/08,SVC_PBITWH_QA                                                                                                                   ,                     595467344,                         18814
2023/01/11,SVC_EDW_FID_PROD                                                                                                                ,                        313030,                           128
2023/01/17,SGF                                                                                                                             ,                         35411,                             8
2023/01/04,F3208893                                                                                                                        ,                      14167669,                          3480
2023/01/10,SVC_CRO_CTR_PROD                                                                                                                ,                      71916364,                          9078
2023/01/12,F5547083                                                                                                                        ,                        913659,                           101
2023/01/07,SVC_FCR_IT_PROD                                                                                                                 ,                     285757709,                        150707
2023/01/09,SVC_CI_AVALON_PROD                                                                                                              ,                      14430488,                           133
2023/01/18,SVC_HRBI_SIT                                                                                                                    ,                          6054,                            12
2023/01/13,F5180384                                                                                                                        ,                          8106,                            14
2023/01/18,F5459842                                                                                                                        ,                        954478,                            59
2023/01/08,SVC_FNBGTPROD                                                                                                                   ,                       7443599,                           902
2023/01/16,TERADATACONNECT                                                                                                                 ,                             2,                             2
2023/01/16,F5516196                                                                                                                        ,                      12338801,                           115
2023/01/13,F5030420                                                                                                                        ,                     171497525,                          3236
2023/01/16,SVC_TERADATASFS_PROD                                                                                                            ,                      10076758,                          2430
2023/01/06,F5523567                                                                                                                        ,                       2795269,                            31
2023/01/09,F5292301                                                                                                                        ,                       1254242,                           164
2023/01/04,F4893239                                                                                                                        ,                         73182,                            23
2023/01/17,SVC_CRCARD_MTDW_PROD                                                                                                            ,                      12189110,                          6628
2023/01/09,F5461219                                                                                                                        ,                         55520,                            23
2023/01/18,F5148022                                                                                                                        ,                      52385508,                          6929
2023/01/04,SVC_GMETLPRFL_PROD                                                                                                              ,                      50758967,                          4445
2023/01/14,SVC_FDM_BDO_PROD                                                                                                                ,                    2873950108,                         27723
2023/01/08,F5100488                                                                                                                        ,                       6546650,                            30
2023/01/07,SVC_OPRTNS_AIS_QA                                                                                                               ,                           394,                           149
2023/01/07,SVC_PBIPEMS_PROD                                                                                                                ,                         62440,                            12
2023/01/18,F5292735                                                                                                                        ,                      15562066,                           514
2023/01/16,F5083974                                                                                                                        ,                      16595000,                          2008
2023/01/12,F5042089                                                                                                                        ,                       1545112,                           103
2023/01/09,SVC_TD_GOOGLE_PROD                                                                                                              ,                      46967111,                          2522
2023/01/06,F3123030                                                                                                                        ,                      22896344,                            42
2023/01/09,F5222826                                                                                                                        ,                         96975,                           180
2023/01/04,SVC_FCR_IT_PROD                                                                                                                 ,                      14342998,                          6674
2023/01/07,F5064910                                                                                                                        ,                       6980237,                           210
2023/01/18,F5141893                                                                                                                        ,                             8,                             3
2023/01/16,SVC_DBS_TOTUS_PROD                                                                                                              ,                      33115490,                           221
2023/01/05,SVC_IDSCREDITRE_PROD                                                                                                            ,                       2224597,                           148
2023/01/06,SVC_GMETLPROD                                                                                                                   ,                    3278203158,                         48345
2023/01/13,TDM_TARGET_FNB01_5                                                                                                              ,                        232996,                           142
2023/01/16,F5399319                                                                                                                        ,                       4112235,                          1416
2023/01/13,F4973453                                                                                                                        ,                         48460,                            48
2023/01/13,SVC_AVALON_PROD                                                                                                                 ,                      68287871,                         11471
2023/01/09,SVC_COMSALESCPPROD                                                                                                              ,                        639248,                            51
2023/01/18,SVC_BIUBIW_DETL_UAT                                                                                                             ,                          7794,                            15
2023/01/04,F4804325                                                                                                                        ,                       9574055,                        110527
2023/01/15,SVC_ABINITIO_VAN_QA                                                                                                             ,                          2346,                            15
2023/01/17,SVC_CT_BI_SQL_A_PROD                                                                                                            ,                     499292546,                          1805
2023/01/14,SVC_GMETLDIM_PROD                                                                                                               ,                      52122246,                         13671
2023/01/13,F5155037                                                                                                                        ,                        337625,                           118
2023/01/16,F5416744                                                                                                                        ,                          5626,                            15
2023/01/08,SVC_COLLECTIONS_PROD                                                                                                            ,                       4909862,                          1270
2023/01/10,SVC_PI_EDW_PROD                                                                                                                 ,                     194302025,                          3927
2023/01/10,SVC_RDAO_BDPTD_QA                                                                                                               ,                      28123302,                          2956
2023/01/06,SVC_GMETLBAL_PROD                                                                                                               ,                     464005154,                         12628
2023/01/17,F5090598                                                                                                                        ,                       4462957,                           253
2023/01/12,N4987772                                                                                                                        ,                        255298,                            18
2023/01/13,SVC_APP_DIGIS_PROD                                                                                                              ,                    1185009954,                        268830
2023/01/11,SVC_ICUST_EDW_PROD                                                                                                              ,                      40633894,                          6137
2023/01/16,SVC_SMRTWXPB_PROD                                                                                                               ,                        103922,                            31
2023/01/07,SVC_FDM_BDO_PROD                                                                                                                ,                    2763197181,                         28115
2023/01/04,B5319196                                                                                                                        ,                        876571,                           226
2023/01/09,SVC_GIA_PBI_PROD                                                                                                                ,                      38061603,                           813
2023/01/15,F5159431                                                                                                                        ,                            32,                            12
2023/01/06,F3142329                                                                                                                        ,                         11672,                            16
2023/01/04,SVC_SYSWEB_TD_PROD                                                                                                              ,                            48,                            72
2023/01/04,F5569818                                                                                                                        ,                        241983,                            42
2023/01/18,SVC_BIUBIW_SCARD_UAT                                                                                                            ,                        453149,                           295
2023/01/17,F3651142                                                                                                                        ,                       9017292,                            33
2023/01/11,F5041627                                                                                                                        ,                      20986840,                           473
2023/01/12,F5090474                                                                                                                        ,                         37836,                             5
2023/01/09,F5129702                                                                                                                        ,                         12966,                             9
2023/01/06,SVC_FNBLIFEMI_PROD                                                                                                              ,                      10437661,                           310
2023/01/05,F3798887                                                                                                                        ,                       8837456,                           928
2023/01/04,F5141893                                                                                                                        ,                      26253225,                           208
2023/01/11,F5329744                                                                                                                        ,                       3040852,                            46
2023/01/18,SVC_DIGIR_PROD                                                                                                                  ,                    1504715149,                         26016
2023/01/17,F5298083                                                                                                                        ,                        697783,                            56
2023/01/13,SVC_DWS_TDATA_PROD                                                                                                              ,                            48,                            72
2023/01/07,F3766098                                                                                                                        ,                       3195224,                            21
2023/01/05,F5030420                                                                                                                        ,                       5896451,                           126
2023/01/09,F5160340                                                                                                                        ,                       1188249,                            18
2023/01/04,SVC_DBEBUBATCHPROD                                                                                                              ,                       2204055,                           204
2023/01/18,F2344890                                                                                                                        ,                      10622609,                            85
2023/01/17,SVC_DDBI_EXT_DEV                                                                                                                ,                      62537762,                           338
2023/01/18,SVC_CP_EXTRACT_PROD                                                                                                             ,                      25452967,                           200
2023/01/16,F5263689                                                                                                                        ,                         36442,                            15
2023/01/11,F3123170                                                                                                                        ,                        183341,                            80
2023/01/11,F4811879                                                                                                                        ,                         21440,                            14
2023/01/17,SVC_OPS_DQ_PROD                                                                                                                 ,                        980639,                            50
2023/01/09,SVC_INSACTUARIALPROD                                                                                                            ,                       2613823,                          2001
2023/01/09,SVC_TERADATA_PAMPROD                                                                                                            ,                      25065577,                            20
2023/01/07,SVC_CRPGMPRDSA                                                                                                                  ,                       1894571,                            11
2023/01/18,F4935675                                                                                                                        ,                       2504125,                           557
2023/01/05,F4965078                                                                                                                        ,                       1981358,                            36
2023/01/09,F5371635                                                                                                                        ,                       1022731,                            19
2023/01/12,F4843681                                                                                                                        ,                       9400302,                           380
2023/01/09,F5310806                                                                                                                        ,                        266828,                            28
2023/01/16,F3338681                                                                                                                        ,                          5622,                             9
2023/01/09,TDM_SOURCE_FNB01                                                                                                                ,                       1384264,                           628
2023/01/18,F5437733                                                                                                                        ,                      22382337,                           133
2023/01/09,F5240689                                                                                                                        ,                      42342152,                           936
2023/01/08,SVC_GMETLGL_PROD                                                                                                                ,                      16638563,                          4122
2023/01/13,SVC_TERADATAINS_PROD                                                                                                            ,                    1384187586,                           801
2023/01/10,SVC_SHERLOCKDWSPROD                                                                                                             ,                     215223682,                          2784
2023/01/13,F5437733                                                                                                                        ,                     156799716,                          1564
2023/01/13,SVC_BIZMSTR                                                                                                                     ,                       2147927,                           158
2023/01/11,F5361117                                                                                                                        ,                        414503,                           136
2023/01/16,F5598362                                                                                                                        ,                         21442,                            15
2023/01/18,SVC_COMSALESCPPROD                                                                                                              ,                      12085569,                           103
2023/01/10,F3115631                                                                                                                        ,                        402095,                            18
2023/01/05,F5522862                                                                                                                        ,                      13934363,                           249
2023/01/15,F5376653                                                                                                                        ,                       4860347,                            84
2023/01/09,F4776364                                                                                                                        ,                     234665534,                          2051
2023/01/04,SVC_FIDUCIARYMIS                                                                                                                ,                      25858807,                           400
2023/01/09,SVC_ROCCDRCS_DR_PROD                                                                                                            ,                       3199817,                           100
2023/01/16,F5550319                                                                                                                        ,                         16872,                            39
2023/01/11,SVC_CRCARD_BI_PROD                                                                                                              ,                      26204914,                          6603
2023/01/13,SVC_TERADATA_BPMPROD                                                                                                            ,                       2743775,                           528
2023/01/15,F5292735                                                                                                                        ,                      15799445,                           384
2023/01/06,SVC_TXPBI_DATA_UAT                                                                                                              ,                         10909,                             9
2023/01/16,F2726130                                                                                                                        ,                       3148433,                            80
2023/01/18,F5342449                                                                                                                        ,                       2075238,                            94
2023/01/05,SVC_VIYA_CTLM_PROD                                                                                                              ,                        944682,                            49
2023/01/06,SVC_ROCCDRCS_DR_PROD                                                                                                            ,                       3093504,                            88
2023/01/17,SVC_INSACTUARIALPROD                                                                                                            ,                       4314845,                          1297
2023/01/17,F5273544                                                                                                                        ,                            48,                            18
2023/01/07,SVC_IGX_TERAD_PROD                                                                                                              ,                       1746204,                             7
2023/01/16,F5209137                                                                                                                        ,                            40,                            15
2023/01/10,F5465893                                                                                                                        ,                        836231,                           101
2023/01/13,F5129702                                                                                                                        ,                            46,                             4
2023/01/14,F4995058                                                                                                                        ,                     118473117,                          1247
2023/01/06,F5250994                                                                                                                        ,                        603374,                            53
2023/01/06,F5326699                                                                                                                        ,                       2145883,                            68
2023/01/05,F5335566                                                                                                                        ,                      13240464,                            53
2023/01/09,F4733061                                                                                                                        ,                       1177076,                           242
2023/01/05,F5129702                                                                                                                        ,                            16,                             6
2023/01/12,SVC_INCPROD                                                                                                                     ,                       1280892,                           410
2023/01/18,F5179823                                                                                                                        ,                             8,                             3
2023/01/13,SVC_FNB_INTERNATIONA                                                                                                            ,                             4,                            10
2023/01/05,F5090474                                                                                                                        ,                         39743,                             5
2023/01/06,F5328969                                                                                                                        ,                        582943,                            38
2023/01/18,F5549841                                                                                                                        ,                        637460,                            60
2023/01/09,F5507812                                                                                                                        ,                            39,                             5
2023/01/13,F5453739                                                                                                                        ,                       6591452,                           112
2023/01/12,F5471516                                                                                                                        ,                      19543293,                           142
2023/01/13,SVC_CI_AVALON_PROD                                                                                                              ,                      16071776,                           133
2023/01/18,SVC_BIUBIW_MI6_UAT                                                                                                              ,                      11014573,                          5138
2023/01/17,SVC_MONEYMANAGEM_DEV                                                                                                            ,                             6,                            15
2023/01/05,F5302226                                                                                                                        ,                             8,                             3
2023/01/06,F5292301                                                                                                                        ,                        607527,                            52
2023/01/16,SVC_WIM_FNB_PROD                                                                                                                ,                       3834772,                           744
2023/01/09,F4823419                                                                                                                        ,                      16573408,                            13
2023/01/11,F4927133                                                                                                                        ,                         52958,                            26
2023/01/05,M5421640                                                                                                                        ,                       2342437,                            23
2023/01/16,SVC_SQLAGENT_WEALTH                                                                                                             ,                     220214624,                          2224
2023/01/04,SVC_RSSASBIPROD                                                                                                                 ,                      11544211,                           116
2023/01/11,SVC_TDETL_PROD                                                                                                                  ,                        528640,                           167
2023/01/17,F5594235                                                                                                                        ,                        825212,                            57
2023/01/12,SVC_GMMARKETRISKPROD                                                                                                            ,                     174575796,                         66112
2023/01/18,SVC_ESWPOWERBI_PROD                                                                                                             ,                      24031721,                          1024
2023/01/14,SVC_RMBM_MKTOPS_PROD                                                                                                            ,                      17653506,                         14837
2023/01/15,SVC_TDATA_TESTS_PROD                                                                                                            ,                      11352945,                           192
2023/01/04,F3817806                                                                                                                        ,                       2466320,                           417
2023/01/17,F2344890                                                                                                                        ,                        359549,                            13
2023/01/04,SVC_MTDW_EDW_UAT                                                                                                                ,                        737042,                           404
2023/01/16,F5033586                                                                                                                        ,                      23441600,                            24
2023/01/18,F5383579                                                                                                                        ,                        242219,                            14
2023/01/17,F5267013                                                                                                                        ,                      34377160,                            50
2023/01/16,F3519783                                                                                                                        ,                          5622,                             9
2023/01/07,SVC_GMMARKETRISKUAT                                                                                                             ,                       3065197,                          3604
2023/01/16,F5296137                                                                                                                        ,                       2003032,                           125
2023/01/09,F5513456                                                                                                                        ,                       3878540,                            24
2023/01/12,F5032660                                                                                                                        ,                        590201,                            15
2023/01/09,SVC_DNACVA_GLOG_DEV                                                                                                             ,                       5010918,                            37
2023/01/06,SVC_EDWTRNPB_PROD                                                                                                               ,                       5896316,                           307
2023/01/11,F5375436                                                                                                                        ,                        297632,                            15
2023/01/16,SVC_OLAP_CUBES_PROD                                                                                                             ,                      17438594,                           137
2023/01/13,SVC_BIUBIW_PRC_UAT                                                                                                              ,                      54794308,                         82304
2023/01/12,SVC_GMETLGL_PROD                                                                                                                ,                      46244370,                          7833
2023/01/14,SVC_MERLINMISJ                                                                                                                  ,                     638321851,                         96746
2023/01/04,F4906659                                                                                                                        ,                       2629608,                           109
2023/01/16,SVC_TD_GOOGLE_PROD                                                                                                              ,                      37670365,                          2858
2023/01/13,R5472326                                                                                                                        ,                        620247,                            29
2023/01/07,F5074142                                                                                                                        ,                       9974485,                            12
2023/01/05,F5255988                                                                                                                        ,                        482220,                            16
2023/01/16,SVC_COLLECTIONS_PROD                                                                                                            ,                      19743894,                          2737
2023/01/18,F5059135                                                                                                                        ,                      15729218,                           263
2023/01/09,SVC_BIZMSTR                                                                                                                     ,                       3931156,                           275
2023/01/09,SVC_CROIT_ECUS_PROD                                                                                                             ,                         29283,                            16
2023/01/12,SVC_CROIT_ECUS_PROD                                                                                                             ,                         30196,                            16
2023/01/13,R5390605                                                                                                                        ,                         33172,                            23
2023/01/18,DBC                                                                                                                             ,                      43003521,                           204
2023/01/17,SVC_ROCCDRCS_DR_PROD                                                                                                            ,                       3077136,                            80
2023/01/08,SVC_KRI_ITRISK_PROD                                                                                                             ,                      21242916,                           288
2023/01/06,SVC_TDETL_PROD                                                                                                                  ,                        520485,                           167
2023/01/05,F5377005                                                                                                                        ,                      26305990,                          1346
